3_0_0;703.042835;60.0;60.0;LINESTRING (116.333842 39.926737, 116.333787 39.926754, 116.333726 39.926753, 116.333664 39.926774, 116.333643 39.926741, 116.333611 39.926691, 116.333586 39.926619, 116.333578 39.926547, 116.33356 39.926492, 116.333556 39.926409, 116.333538 39.926341, 116.333514 39.926273, 116.333475 39.92623, 116.333432 39.926199, 116.333379 39.926166, 116.333319 39.926148, 116.333276 39.926118, 116.333217 39.926096, 116.333156 39.92606, 116.333071 39.926081, 116.333033 39.926041, 116.332974 39.926048);POINT (116.33309 39.926169)
4_0_0;1219.876049;60.0;60.0;LINESTRING (116.328073 39.927769, 116.328049 39.9278, 116.328003 39.927801, 116.327972 39.92781, 116.327911 39.927815, 116.327866 39.927798, 116.327816 39.927791, 116.327746 39.927798, 116.327707 39.927784, 116.327692 39.927646, 116.327657 39.927569, 116.327649 39.927518, 116.327691 39.927464, 116.327698 39.927413, 116.327675 39.92734, 116.327668 39.927278, 116.327658 39.927232, 116.327624 39.927188);POINT (116.328143 39.926256)
5_1_0;2477.855262;60.0;60.0;LINESTRING (116.337804 39.923244, 116.337718 39.923351, 116.337699 39.923395, 116.337652 39.923426, 116.337627 39.923467, 116.337612 39.92348, 116.337611 39.923519, 116.337629 39.923565, 116.337673 39.923596, 116.337684 39.923641, 116.337721 39.923685, 116.337761 39.923726, 116.337735 39.923784, 116.337753 39.923844, 116.337766 39.923884, 116.33779 39.923912, 116.337812 39.923943, 116.33785 39.923979, 116.337892 39.924023);POINT (116.337774 39.924321)
3_0_0;217.062772;60.0;60.0;LINESTRING (116.367961 39.905141, 116.367956 39.905153, 116.367959 39.905176, 116.367962 39.905199, 116.367977 39.905238, 116.367984 39.905292, 116.367995 39.905354, 116.36802 39.905404, 116.368027 39.90545, 116.368039 39.905495, 116.368039 39.90554, 116.368038 39.905587, 116.368026 39.905635, 116.368017 39.905688, 116.368018 39.905741, 116.368018 39.905795, 116.368016 39.905853, 116.368016 39.905914, 116.368012 39.905973, 116.368005 39.906033, 116.367993 39.906095, 116.367985 39.906157, 116.367974 39.906217, 116.367968 39.906274, 116.36796 39.906331, 116.36796 39.906418, 116.367964 39.906508, 116.367965 39.906571, 116.367977 39.90662, 116.367973 39.906699, 116.367958 39.906771, 116.367964 39.906856, 116.367982 39.906942, 116.367986 39.907022);POINT (116.369692 39.907472)
3_1_0;350.637716;60.0;60.0;LINESTRING (116.348375 39.905989, 116.348275 39.905996, 116.348172 39.905997, 116.348077 39.906007, 116.347982 39.906017, 116.347889 39.906033, 116.347806 39.906046, 116.347711 39.906055, 116.347618 39.906061, 116.347517 39.906061, 116.347423 39.906071, 116.34732 39.906076, 116.347226 39.906081, 116.347138 39.906079, 116.347058 39.906078, 116.346986 39.906076, 116.346916 39.906067, 116.346857 39.906067, 116.346799 39.906069, 116.346693 39.906069, 116.346605 39.906086, 116.346545 39.906118, 116.34649 39.906162, 116.346455 39.906219, 116.346448 39.906303, 116.346454 39.906352, 116.346459 39.906401, 116.346462 39.906457, 116.346456 39.906507, 116.346455 39.906562, 116.346453 39.906619, 116.346423 39.906687, 116.3464 39.906741, 116.34638 39.906798, 116.34637 39.906853, 116.346404 39.906912, 116.346443 39.906979, 116.346455 39.907038, 116.346459 39.907092, 116.346456 39.907144, 116.346451 39.907197, 116.346443 39.907247, 116.346437 39.907294, 116.34643 39.90734, 116.346448 39.907392, 116.346427 39.907441, 116.346424 39.907487, 116.346434 39.907531, 116.346403 39.907543, 116.346424 39.907567);POINT (116.346391 39.909993)
4_0_0;116.78032;60.0;60.0;LINESTRING (116.368028 39.901089, 116.368023 39.901199, 116.368022 39.901299, 116.368021 39.901395, 116.36802 39.9015, 116.368024 39.901584, 116.368023 39.901669, 116.368018 39.901743, 116.368011 39.901813, 116.368006 39.901882, 116.368002 39.901956, 116.368 39.902028, 116.368002 39.902098, 116.368006 39.902162, 116.368014 39.902223, 116.368017 39.902276, 116.368019 39.902334, 116.368019 39.902395, 116.368023 39.90245, 116.368025 39.902508, 116.368023 39.902577, 116.368015 39.902644, 116.368002 39.902718, 116.367991 39.902784, 116.367981 39.902852, 116.367971 39.90292, 116.367963 39.902986, 116.367951 39.90305, 116.367936 39.903108, 116.367922 39.903171, 116.367911 39.903227, 116.367902 39.903284, 116.367895 39.90334, 116.367889 39.903393, 116.367885 39.903439, 116.367872 39.903511, 116.367857 39.903563, 116.367855 39.903589, 116.367855 39.903589, 116.367863 39.903589, 116.367914 39.903572, 116.367968 39.903576, 116.368014 39.903606);POINT (116.368123 39.904514)
4_1_0;102.269323;60.0;60.0;LINESTRING (116.368536 39.905777, 116.368539 39.905772, 116.368471 39.905798, 116.368395 39.90582, 116.368285 39.905832, 116.368224 39.905838, 116.368155 39.905847, 116.368089 39.905845, 116.368016 39.905848, 116.36794 39.905853, 116.367865 39.905852, 116.367784 39.905857, 116.367699 39.905863, 116.367609 39.905867, 116.367524 39.905863, 116.367438 39.90586, 116.367345 39.905855, 116.367254 39.905849, 116.367165 39.905845, 116.367087 39.905842, 116.367012 39.905838, 116.366941 39.905838, 116.366869 39.905838, 116.366789 39.905844, 116.366713 39.905843, 116.366634 39.905847, 116.366556 39.905855, 116.366475 39.905861, 116.366391 39.905864, 116.366301 39.905872, 116.366206 39.905874, 116.366107 39.905879, 116.366006 39.905885, 116.365901 39.90588, 116.365792 39.905878, 116.365688 39.905874, 116.365585 39.905875, 116.365482 39.905876, 116.365387 39.905875, 116.36529 39.905877, 116.365189 39.905878, 116.365092 39.905879, 116.364993 39.905886, 116.364893 39.90589, 116.364791 39.905892, 116.364687 39.905895, 116.364576 39.905897, 116.364458 39.905895, 116.364337 39.905889, 116.364213 39.905887, 116.364088 39.90589, 116.363966 39.905893, 116.363848 39.905888, 116.363729 39.905884, 116.363607 39.905881);POINT (116.357755 39.905886)
2_0_0;414.613864;60.0;60.0;LINESTRING (116.411612 39.987709, 116.411652 39.987665, 116.411693 39.987629, 116.411753 39.987639, 116.411753 39.987639, 116.411752 39.98764, 116.411762 39.987639, 116.411659 39.98762, 116.411295 39.987575, 116.410795 39.987527, 116.410342 39.987481, 116.410054 39.987412, 116.409548 39.987387, 116.409013 39.987271);POINT (116.401399 39.987331)
1_0_0;1582.0;60.0;60.0;LINESTRING (116.39019 39.863837, 116.390087 39.863843, 116.390003 39.86389, 116.389893 39.863912, 116.389803 39.863902, 116.389742 39.863825, 116.389673 39.863765);POINT (116.388592 39.864305)
3_0_0;21068.0;60.0;60.0;LINESTRING (116.385243 39.899713, 116.385322 39.899672, 116.385362 39.899682, 116.385349 39.89967, 116.385334 39.899625, 116.385328 39.899574, 116.385321 39.899518, 116.385308 39.899459, 116.385278 39.899407, 116.385244 39.899351, 116.385229 39.899289, 116.385227 39.899242, 116.385214 39.899181, 116.385205 39.899137, 116.385141 39.899123, 116.385071 39.89914, 116.38501 39.899161, 116.384968 39.899201);POINT (116.384139 39.899266)
4_0_0;856.0;60.0;60.0;LINESTRING (116.380048 39.898177, 116.380024 39.898146, 116.379993 39.898118, 116.379976 39.898091, 116.379956 39.898065, 116.379939 39.898022, 116.379924 39.897996, 116.379926 39.897989, 116.379945 39.898013, 116.379958 39.898044, 116.379974 39.898077, 116.38001 39.898147, 116.380034 39.898167, 116.380067 39.8982, 116.380067 39.8982, 116.380064 39.898207, 116.380034 39.898184, 116.380025 39.898214, 116.379978 39.898186, 116.379934 39.898127, 116.379923 39.898107, 116.379913 39.898076, 116.379955 39.898094, 116.380022 39.898102, 116.380047 39.898123, 116.380067 39.898133, 116.380082 39.89814);POINT (116.378369 39.896851)
5_0_0;662.0;60.0;60.0;LINESTRING (116.382178 39.898662, 116.382139 39.898598, 116.382083 39.898561, 116.38202 39.898546, 116.381937 39.898549, 116.38187 39.89855, 116.381812 39.898565, 116.381737 39.898562, 116.381661 39.898549, 116.381593 39.89856, 116.381527 39.89856, 116.381447 39.898568, 116.381387 39.898591, 116.381336 39.898631, 116.381273 39.898658, 116.381201 39.898665, 116.381148 39.898686, 116.381071 39.898722);POINT (116.38013 39.898561)
2_0_0;142.234249;60.0;60.0;LINESTRING (116.552065 40.028677, 116.550936 40.028333, 116.549823 40.027982, 116.548687 40.027636, 116.54752 40.027276, 116.546371 40.026936, 116.545251 40.026572, 116.544127 40.026202, 116.542969 40.02581, 116.541858 40.025444, 116.540782 40.025077, 116.539711 40.024686, 116.53866 40.024287);POINT (116.52475 40.019182)
2_0_0;141.476487;60.0;60.0;LINESTRING (116.504174 40.006998, 116.503409 40.006307, 116.502642 40.005615, 116.501853 40.00491, 116.501042 40.004188, 116.500215 40.003429, 116.499373 40.002652, 116.49854 40.001898, 116.497706 40.001134, 116.496866 40.000351, 116.496001 39.999558, 116.49513 39.998746, 116.494254 39.997939);POINT (116.483783 39.988549)
2_0_0;1790.0;60.0;60.0;LINESTRING (116.584611 40.079342, 116.583823 40.079393, 116.583387 40.079454, 116.583075 40.079469, 116.582873 40.079413, 116.582628 40.079408, 116.582407 40.079346, 116.582261 40.079377, 116.582189 40.079389, 116.582164 40.079359, 116.582154 40.079327, 116.582039 40.07924, 116.581916 40.079224);POINT (116.580926 40.078926)
